"","bloc","location","year","name","zone","maturity","height","lodging","seedwt_1000","yield_kgha","environment"
"593",2,"SASKATOON","2019","CDC Buryu","2",140,59,2,5.88,22.1089,"SASKATOON_2019"
"594",3,"SASKATOON","2019","AAC Prairie Sunshine","2",141,65,2,5.61,21.9099,"SASKATOON_2019"
"595",2,"SASKATOON","2019","FP2594","2",142,64,1,6.3,21.89,"SASKATOON_2019"
"596",1,"SASKATOON","2019","ND Hammond","2",143,72,1,5.43,21.5119,"SASKATOON_2019"
"597",2,"SASKATOON","2019","AAC Prairie Sunshine","2",142,64,1,5.61,20.7756,"SASKATOON_2019"
"598",2,"SASKATOON","2019","ND Hammond","2",140,60,1,5.58,20.3776,"SASKATOON_2019"
"599",3,"SASKATOON","2019","ND Hammond","2",140,64,1,5.48,19.5816,"SASKATOON_2019"
"600",2,"SASKATOON","2019","FP2567","2",142,69,2,6.26,18.2682,"SASKATOON_2019"
"601",1,"SCOTT","2019","FP2590","2",129,59,NA,7.67,46.751875,"SCOTT_2019"
"602",1,"SCOTT","2019","FP2594","2",133,60.5,NA,7.81,45.885735,"SCOTT_2019"
"603",2,"SCOTT","2019","FP2594","2",132,63.5,NA,7.61,45.806995,"SCOTT_2019"
"604",3,"SCOTT","2019","FP2595","2",130,67,NA,7.2,45.767625,"SCOTT_2019"
"605",2,"SCOTT","2019","FP2567","2",131,62,NA,7.54,45.688885,"SCOTT_2019"
"606",3,"SCOTT","2019","FP2573","2",126,62.5,NA,7.35,44.783375,"SCOTT_2019"
"607",1,"SCOTT","2019","FP2589","2",128,57.5,NA,8.19,44.507785,"SCOTT_2019"
"608",1,"SCOTT","2019","CDC Rowland","2",130,61.5,NA,8.22,43.58259,"SCOTT_2019"
"609",1,"SCOTT","2019","FP2591","2",132,58.5,NA,7.9,42.71645,"SCOTT_2019"
"610",2,"SCOTT","2019","FP2595","2",129,63.5,NA,7.42,42.63771,"SCOTT_2019"
"611",2,"SCOTT","2019","FP2592","2",132,65,NA,8.16,42.5196,"SCOTT_2019"
"612",2,"SCOTT","2019","FP2591","2",130,59,NA,7.82,42.303065,"SCOTT_2019"
"613",3,"SCOTT","2019","FP2589","2",125,63,NA,8.02,42.20464,"SCOTT_2019"
"614",3,"SCOTT","2019","FP2594","2",129,62.5,NA,7.52,41.96842,"SCOTT_2019"
"615",1,"SCOTT","2019","FP2567","2",129,58,NA,7.46,41.77157,"SCOTT_2019"
"616",3,"SCOTT","2019","FP2566","2",124,60,NA,6.98,41.751885,"SCOTT_2019"
"617",3,"SCOTT","2019","FP2592","2",127,63,NA,7.98,41.3385,"SCOTT_2019"
"618",2,"SCOTT","2019","FP2589","2",127,61.5,NA,8.12,41.318815,"SCOTT_2019"
"619",3,"SCOTT","2019","CDC Rowland","2",126,58,NA,8.03,41.161335,"SCOTT_2019"
"620",1,"SCOTT","2019","FP2593","2",132,59.5,NA,8.29,40.373935,"SCOTT_2019"
"621",3,"SCOTT","2019","FP2593","2",126,60,NA,8.11,40.03929,"SCOTT_2019"
"622",1,"SCOTT","2019","FP2573","2",129,63.5,NA,7.54,39.96055,"SCOTT_2019"
"623",1,"SCOTT","2019","FP2592","2",133,61,NA,8.19,39.901495,"SCOTT_2019"
"624",3,"SCOTT","2019","AAC Marvelous","2",124,64.5,NA,6.99,39.29126,"SCOTT_2019"
"625",3,"SCOTT","2019","FP2590","2",127,58,NA,7.53,39.192835,"SCOTT_2019"
"626",1,"SCOTT","2019","FP2595","2",132,60,NA,7.59,38.956615,"SCOTT_2019"
"627",2,"SCOTT","2019","FP2590","2",130,52.5,NA,7.55,38.838505,"SCOTT_2019"
"628",1,"SCOTT","2019","FP2566","2",122,54,NA,6.94,38.50386,"SCOTT_2019"
"629",1,"SCOTT","2019","AAC Prairie Sunshine","2",131,62.5,NA,6.48,38.287325,"SCOTT_2019"
"630",3,"SCOTT","2019","AAC Prairie Sunshine","2",131,61,NA,6.41,38.169215,"SCOTT_2019"
"631",2,"SCOTT","2019","AAC Marvelous","2",127,62.5,NA,7.14,38.14953,"SCOTT_2019"
"632",1,"SCOTT","2019","CDC Glas","2",123,59,NA,6.27,38.14953,"SCOTT_2019"
"633",2,"SCOTT","2019","CDC Glas","2",125,58.5,NA,6.38,38.11016,"SCOTT_2019"
"634",2,"SCOTT","2019","AAC Bright","2",131,65.5,NA,6.85,38.090475,"SCOTT_2019"
"635",3,"SCOTT","2019","FP2567","2",128,64,NA,7.48,38.090475,"SCOTT_2019"
"636",2,"SCOTT","2019","FP2566","2",121,61,NA,7.06,37.814885,"SCOTT_2019"
"637",1,"SCOTT","2019","AAC Marvelous","2",127,57,NA,7.08,37.75583,"SCOTT_2019"
"638",3,"SCOTT","2019","FP2591","2",124,60,NA,7.67,37.499925,"SCOTT_2019"
"639",2,"SCOTT","2019","FP2593","2",130,58,NA,8.14,37.20465,"SCOTT_2019"
"640",2,"SCOTT","2019","Topaz","2",121,60,NA,6.59,36.948745,"SCOTT_2019"
"641",2,"SCOTT","2019","FP2573","2",126,62.5,NA,7.29,36.77158,"SCOTT_2019"
"642",1,"SCOTT","2019","CDC Bethune","2",122,56,NA,6.97,36.10229,"SCOTT_2019"
"643",2,"SCOTT","2019","AAC Prairie Sunshine","2",130,59,NA,6.4,36.06292,"SCOTT_2019"
"644",1,"SCOTT","2019","CDC Buryu","2",125,58.5,NA,6.88,36.06292,"SCOTT_2019"
"645",2,"SCOTT","2019","CDC Rowland","2",129,60.5,NA,8.14,35.66922,"SCOTT_2019"
"646",3,"SCOTT","2019","CDC Buryu","2",121,57.5,NA,6.88,34.980245,"SCOTT_2019"
"647",3,"SCOTT","2019","CDC Glas","2",120,55.5,NA,6.35,34.80308,"SCOTT_2019"
"648",3,"SCOTT","2019","ND Hammond","2",127,70.5,NA,5.91,34.68497,"SCOTT_2019"
"649",3,"SCOTT","2019","Topaz","2",120,60,NA,6.64,34.468435,"SCOTT_2019"
"650",2,"SCOTT","2019","CDC Bethune","2",120,57,NA,6.85,34.29127,"SCOTT_2019"
"651",1,"SCOTT","2019","AAC Bright","2",129,58,NA,6.94,33.70072,"SCOTT_2019"
"652",2,"SCOTT","2019","CDC Buryu","2",122,60.5,NA,6.87,33.405445,"SCOTT_2019"
"653",2,"SCOTT","2019","ND Hammond","2",132,68.5,NA,5.97,33.14954,"SCOTT_2019"
"654",3,"SCOTT","2019","CDC Bethune","2",123,62,NA,6.84,33.03143,"SCOTT_2019"
"655",2,"SCOTT","2019","CDC Dorado","2",131,56,NA,7.11,33.03143,"SCOTT_2019"
"656",1,"SCOTT","2019","Topaz","2",120,62,NA,6.64,32.736155,"SCOTT_2019"
"657",1,"SCOTT","2019","ND Hammond","2",129,67.5,NA,5.88,32.696785,"SCOTT_2019"
"658",3,"SCOTT","2019","CDC Dorado","2",133,53.5,NA,7.28,32.40151,"SCOTT_2019"
"659",3,"SCOTT","2019","AAC Bright","2",129,62,NA,6.95,30.51175,"SCOTT_2019"
"660",1,"SCOTT","2019","CDC Dorado","2",128,51.5,NA,7.15,29.940885,"SCOTT_2019"
"661",3,"ST_MATHIEU_DE_BELOEIL","2019","FP2595","5",NA,57.5,1,6.37,40.29952,"ST_MATHIEU_DE_BELOEIL_2019"
"662",2,"ST_MATHIEU_DE_BELOEIL","2019","FP2594","5",NA,58.5,1,6.58,39.92912,"ST_MATHIEU_DE_BELOEIL_2019"
"663",2,"ST_MATHIEU_DE_BELOEIL","2019","FP2567","5",NA,59,1,6.93,39.0772,"ST_MATHIEU_DE_BELOEIL_2019"
"664",2,"ST_MATHIEU_DE_BELOEIL","2019","CDC Rowland","5",NA,55,1,7.14,37.98452,"ST_MATHIEU_DE_BELOEIL_2019"
"665",3,"ST_MATHIEU_DE_BELOEIL","2019","FP2591","5",NA,59.5,1,6.52,37.94748,"ST_MATHIEU_DE_BELOEIL_2019"
"666",1,"ST_MATHIEU_DE_BELOEIL","2019","FP2591","5",NA,59,1,6.62,37.70672,"ST_MATHIEU_DE_BELOEIL_2019"
"667",2,"ST_MATHIEU_DE_BELOEIL","2019","FP2595","5",NA,57,1,6.57,37.63264,"ST_MATHIEU_DE_BELOEIL_2019"
"668",2,"ST_MATHIEU_DE_BELOEIL","2019","FP2573","5",NA,62,1,6.2,37.55856,"ST_MATHIEU_DE_BELOEIL_2019"
"669",2,"ST_MATHIEU_DE_BELOEIL","2019","FP2591","5",NA,57.5,1,6.55,37.54004,"ST_MATHIEU_DE_BELOEIL_2019"
"670",2,"ST_MATHIEU_DE_BELOEIL","2019","FP2593","5",NA,53.5,1,7.22,37.54004,"ST_MATHIEU_DE_BELOEIL_2019"
"671",3,"ST_MATHIEU_DE_BELOEIL","2019","CDC Rowland","5",NA,65.5,1,6.93,37.48448,"ST_MATHIEU_DE_BELOEIL_2019"
"672",1,"ST_MATHIEU_DE_BELOEIL","2019","FP2594","5",NA,55.5,1,6.58,37.48448,"ST_MATHIEU_DE_BELOEIL_2019"
"673",3,"ST_MATHIEU_DE_BELOEIL","2019","FP2573","5",NA,58,1,5.97,37.35484,"ST_MATHIEU_DE_BELOEIL_2019"
"674",3,"ST_MATHIEU_DE_BELOEIL","2019","FP2566","5",NA,57,1,5.92,37.28076,"ST_MATHIEU_DE_BELOEIL_2019"
"675",3,"ST_MATHIEU_DE_BELOEIL","2019","FP2590","5",NA,59.5,1,6.8,37.28076,"ST_MATHIEU_DE_BELOEIL_2019"
"676",3,"ST_MATHIEU_DE_BELOEIL","2019","FP2594","5",NA,58,1,6.43,37.20668,"ST_MATHIEU_DE_BELOEIL_2019"
"677",1,"ST_MATHIEU_DE_BELOEIL","2019","FP2593","5",NA,57,1,7.16,37.09556,"ST_MATHIEU_DE_BELOEIL_2019"
"678",3,"ST_MATHIEU_DE_BELOEIL","2019","FP2593","5",NA,57,1,6.83,37.09556,"ST_MATHIEU_DE_BELOEIL_2019"
"679",1,"ST_MATHIEU_DE_BELOEIL","2019","FP2566","5",NA,54.5,1,6,36.98444,"ST_MATHIEU_DE_BELOEIL_2019"
"680",2,"ST_MATHIEU_DE_BELOEIL","2019","FP2592","5",NA,61,1,6.82,36.96592,"ST_MATHIEU_DE_BELOEIL_2019"
"681",1,"ST_MATHIEU_DE_BELOEIL","2019","FP2567","5",NA,55,1,6.47,36.8548,"ST_MATHIEU_DE_BELOEIL_2019"
"682",1,"ST_MATHIEU_DE_BELOEIL","2019","FP2595","5",NA,52.5,1,6.39,36.8548,"ST_MATHIEU_DE_BELOEIL_2019"
"683",1,"ST_MATHIEU_DE_BELOEIL","2019","CDC Rowland","5",NA,55,1,6.96,36.70664,"ST_MATHIEU_DE_BELOEIL_2019"
"684",1,"ST_MATHIEU_DE_BELOEIL","2019","FP2590","5",NA,55,1,6.92,36.70664,"ST_MATHIEU_DE_BELOEIL_2019"
"685",3,"ST_MATHIEU_DE_BELOEIL","2019","FP2567","5",NA,57.5,1,6.53,36.61404,"ST_MATHIEU_DE_BELOEIL_2019"
"686",3,"ST_MATHIEU_DE_BELOEIL","2019","AAC Marvelous","5",NA,58,1,5.76,36.53996,"ST_MATHIEU_DE_BELOEIL_2019"
"687",2,"ST_MATHIEU_DE_BELOEIL","2019","CDC Glas","5",NA,60.5,1,5.59,36.52144,"ST_MATHIEU_DE_BELOEIL_2019"
"688",2,"ST_MATHIEU_DE_BELOEIL","2019","FP2590","5",NA,54,1,6.59,36.4844,"ST_MATHIEU_DE_BELOEIL_2019"
"689",2,"ST_MATHIEU_DE_BELOEIL","2019","AAC Prairie Sunshine","5",NA,59.5,1,5.62,36.42884,"ST_MATHIEU_DE_BELOEIL_2019"
"690",1,"ST_MATHIEU_DE_BELOEIL","2019","CDC Glas","5",NA,57,1,5.54,36.42884,"ST_MATHIEU_DE_BELOEIL_2019"
"691",1,"ST_MATHIEU_DE_BELOEIL","2019","AAC Marvelous","5",NA,58.5,1,5.79,36.35476,"ST_MATHIEU_DE_BELOEIL_2019"
"692",2,"ST_MATHIEU_DE_BELOEIL","2019","FP2566","5",NA,57,1,6.09,36.15104,"ST_MATHIEU_DE_BELOEIL_2019"
"693",2,"ST_MATHIEU_DE_BELOEIL","2019","FP2589","5",NA,55,1,7.34,36.09548,"ST_MATHIEU_DE_BELOEIL_2019"
"694",2,"ST_MATHIEU_DE_BELOEIL","2019","AAC Bright","5",NA,61.5,1,5.86,36.07696,"ST_MATHIEU_DE_BELOEIL_2019"
"695",1,"ST_MATHIEU_DE_BELOEIL","2019","AAC Prairie Sunshine","5",NA,54,1,5.59,36.05844,"ST_MATHIEU_DE_BELOEIL_2019"
"696",2,"ST_MATHIEU_DE_BELOEIL","2019","AAC Marvelous","5",NA,57,1,5.91,36.03992,"ST_MATHIEU_DE_BELOEIL_2019"
"697",1,"ST_MATHIEU_DE_BELOEIL","2019","FP2589","5",NA,54.5,1,7.29,36.0214,"ST_MATHIEU_DE_BELOEIL_2019"
"698",3,"ST_MATHIEU_DE_BELOEIL","2019","FP2592","5",NA,56.5,1,6.93,36.0214,"ST_MATHIEU_DE_BELOEIL_2019"
"699",1,"ST_MATHIEU_DE_BELOEIL","2019","FP2573","5",NA,57.5,1,5.93,35.72508,"ST_MATHIEU_DE_BELOEIL_2019"
"700",2,"ST_MATHIEU_DE_BELOEIL","2019","Topaz","5",NA,62,1,5.96,35.03984,"ST_MATHIEU_DE_BELOEIL_2019"
"701",2,"ST_MATHIEU_DE_BELOEIL","2019","CDC Bethune","5",NA,60,1,5.96,34.89168,"ST_MATHIEU_DE_BELOEIL_2019"
"702",3,"ST_MATHIEU_DE_BELOEIL","2019","CDC Buryu","5",NA,65,1,5.79,34.74352,"ST_MATHIEU_DE_BELOEIL_2019"
"703",3,"ST_MATHIEU_DE_BELOEIL","2019","FP2589","5",NA,57.5,1,7.23,34.6324,"ST_MATHIEU_DE_BELOEIL_2019"
"704",1,"ST_MATHIEU_DE_BELOEIL","2019","FP2592","5",NA,58,1,6.87,34.48424,"ST_MATHIEU_DE_BELOEIL_2019"
"705",3,"ST_MATHIEU_DE_BELOEIL","2019","CDC Glas","5",NA,52.5,1,5.26,34.39164,"ST_MATHIEU_DE_BELOEIL_2019"
"706",2,"ST_MATHIEU_DE_BELOEIL","2019","CDC Buryu","5",NA,61,1,5.74,34.29904,"ST_MATHIEU_DE_BELOEIL_2019"
"707",3,"ST_MATHIEU_DE_BELOEIL","2019","AAC Bright","5",NA,62,1,5.89,34.18792,"ST_MATHIEU_DE_BELOEIL_2019"
"708",3,"ST_MATHIEU_DE_BELOEIL","2019","CDC Bethune","5",NA,60,1,5.95,33.96568,"ST_MATHIEU_DE_BELOEIL_2019"
"709",2,"ST_MATHIEU_DE_BELOEIL","2019","CDC Dorado","5",NA,50,1,6.62,33.85456,"ST_MATHIEU_DE_BELOEIL_2019"
"710",3,"ST_MATHIEU_DE_BELOEIL","2019","AAC Prairie Sunshine","5",NA,57.5,1,5.43,33.53972,"ST_MATHIEU_DE_BELOEIL_2019"
"711",1,"ST_MATHIEU_DE_BELOEIL","2019","Topaz","5",NA,64.5,1,5.93,33.46564,"ST_MATHIEU_DE_BELOEIL_2019"
"712",1,"ST_MATHIEU_DE_BELOEIL","2019","AAC Bright","5",NA,60,1,5.81,33.31748,"ST_MATHIEU_DE_BELOEIL_2019"
"713",1,"ST_MATHIEU_DE_BELOEIL","2019","CDC Bethune","5",NA,57.5,1,5.98,33.09524,"ST_MATHIEU_DE_BELOEIL_2019"
"714",1,"ST_MATHIEU_DE_BELOEIL","2019","CDC Buryu","5",NA,56,1,5.72,32.6878,"ST_MATHIEU_DE_BELOEIL_2019"
"715",3,"ST_MATHIEU_DE_BELOEIL","2019","Topaz","5",NA,56.5,1,5.88,32.00256,"ST_MATHIEU_DE_BELOEIL_2019"
"716",1,"ST_MATHIEU_DE_BELOEIL","2019","CDC Dorado","5",NA,54.5,1,6.37,31.74328,"ST_MATHIEU_DE_BELOEIL_2019"
"717",2,"ST_MATHIEU_DE_BELOEIL","2019","ND Hammond","5",NA,58.5,1,5.44,30.13204,"ST_MATHIEU_DE_BELOEIL_2019"
"718",3,"ST_MATHIEU_DE_BELOEIL","2019","ND Hammond","5",NA,60,1,5.44,29.8172,"ST_MATHIEU_DE_BELOEIL_2019"
"719",3,"ST_MATHIEU_DE_BELOEIL","2019","CDC Dorado","5",NA,50.5,1,6.41,28.09484,"ST_MATHIEU_DE_BELOEIL_2019"
"720",1,"ST_MATHIEU_DE_BELOEIL","2019","ND Hammond","5",NA,59.5,1,5.39,NA,"ST_MATHIEU_DE_BELOEIL_2019"
"721",3,"VEGREVILLE","2019","FP2592","3",123,84.2,2,7.58,34.127698,"VEGREVILLE_2019"
"722",3,"VEGREVILLE","2019","CDC Bethune","3",115,80.08,1,6.59,33.528869,"VEGREVILLE_2019"
"723",3,"VEGREVILLE","2019","CDC Glas","3",121,76.24,1,5.67,31.276872,"VEGREVILLE_2019"
"724",2,"VEGREVILLE","2019","CDC Rowland","3",123,81.5,1,7.33,30.902465,"VEGREVILLE_2019"
"725",2,"VEGREVILLE","2019","AAC Bright","3",117,74.58,1,6.24,30.800253,"VEGREVILLE_2019"
"726",3,"VEGREVILLE","2019","AAC Bright","3",119,78.42,1,6.04,30.03033,"VEGREVILLE_2019"
"727",3,"VEGREVILLE","2019","FP2594","3",125,77.32,1,6.97,29.273739,"VEGREVILLE_2019"
"728",3,"VEGREVILLE","2019","FP2591","3",125,76.2,1,7.24,28.706018,"VEGREVILLE_2019"
"729",1,"VEGREVILLE","2019","CDC Bethune","3",119,82.02,1,6.66,28.6638,"VEGREVILLE_2019"
"730",3,"VEGREVILLE","2019","CDC Dorado","3",123,66.88,1,6.88,28.053861,"VEGREVILLE_2019"
"731",1,"VEGREVILLE","2019","FP2595","3",113,64.38,1,6.1,28.022753,"VEGREVILLE_2019"
"732",2,"VEGREVILLE","2019","FP2595","3",119,66.62,1,6.5,27.137286,"VEGREVILLE_2019"
"733",2,"VEGREVILLE","2019","CDC Buryu","3",123,83.26,1,6.55,26.251819,"VEGREVILLE_2019"
"734",2,"VEGREVILLE","2019","FP2566","3",125,79.06,1,6.3,26.250708,"VEGREVILLE_2019"
"735",1,"VEGREVILLE","2019","CDC Dorado","3",121,69.82,1,6.82,26.248486,"VEGREVILLE_2019"
"736",3,"VEGREVILLE","2019","Topaz","3",123,72.92,1,6.61,26.091835,"VEGREVILLE_2019"
"737",2,"VEGREVILLE","2019","FP2594","3",114,66.08,1,6.38,26.07517,"VEGREVILLE_2019"
"738",1,"VEGREVILLE","2019","FP2589","3",119,66.58,1,7.47,25.790754,"VEGREVILLE_2019"
"739",3,"VEGREVILLE","2019","CDC Buryu","3",115,78.82,1,6.4,25.648546,"VEGREVILLE_2019"
"740",1,"VEGREVILLE","2019","Topaz","3",115,78.72,1,6.31,25.635214,"VEGREVILLE_2019"
"741",2,"VEGREVILLE","2019","FP2593","3",115,69.76,1,7.03,25.431901,"VEGREVILLE_2019"
"742",2,"VEGREVILLE","2019","FP2589","3",125,80.14,1,7.51,25.354131,"VEGREVILLE_2019"
"743",1,"VEGREVILLE","2019","FP2591","3",115,76.6,1,6.89,25.283027,"VEGREVILLE_2019"
"744",2,"VEGREVILLE","2019","CDC Bethune","3",108,66.56,1,5.82,25.037496,"VEGREVILLE_2019"
"745",2,"VEGREVILLE","2019","FP2567","3",121,83.04,1,6.88,25.015276,"VEGREVILLE_2019"
"746",3,"VEGREVILLE","2019","FP2595","3",124,79.24,1,6.93,24.398671,"VEGREVILLE_2019"
"747",2,"VEGREVILLE","2019","FP2573","3",125,82.88,1,6.53,24.390894,"VEGREVILLE_2019"
"748",3,"VEGREVILLE","2019","FP2567","3",125,80.48,1,7.02,23.189903,"VEGREVILLE_2019"
"749",1,"VEGREVILLE","2019","FP2594","3",115,59.44,1,5.74,22.769945,"VEGREVILLE_2019"
"750",3,"VEGREVILLE","2019","FP2593","3",122,75.96,1,7.61,22.525525,"VEGREVILLE_2019"
"751",2,"VEGREVILLE","2019","FP2590","3",114,64.5,1,6.51,22.192225,"VEGREVILLE_2019"
"752",3,"VEGREVILLE","2019","FP2573","3",125,85.26,3,6.48,22.134453,"VEGREVILLE_2019"
"753",2,"VEGREVILLE","2019","FP2591","3",115,62.12,1,6.73,22.098901,"VEGREVILLE_2019"
"754",2,"VEGREVILLE","2019","Topaz","3",108,64.86,1,5.27,21.617838,"VEGREVILLE_2019"
"755",1,"VEGREVILLE","2019","AAC Prairie Sunshine","3",121,70.4,1,5.66,21.545623,"VEGREVILLE_2019"
"756",2,"VEGREVILLE","2019","CDC Dorado","3",115,65.02,1,6.48,21.462298,"VEGREVILLE_2019"
"757",3,"VEGREVILLE","2019","AAC Marvelous","3",125,84.34,1,6.87,21.082336,"VEGREVILLE_2019"
"758",1,"VEGREVILLE","2019","FP2573","3",112,66.94,1,5.92,20.727927,"VEGREVILLE_2019"
"759",3,"VEGREVILLE","2019","FP2590","3",125,70.56,1,7.7,20.600162,"VEGREVILLE_2019"
"760",1,"VEGREVILLE","2019","FP2566","3",115,63.46,1,6.33,19.770245,"VEGREVILLE_2019"
"761",2,"VEGREVILLE","2019","AAC Marvelous","3",119,62,1,5.83,19.69803,"VEGREVILLE_2019"
"762",3,"VEGREVILLE","2019","AAC Prairie Sunshine","3",115,66.96,1,5.75,19.436945,"VEGREVILLE_2019"
"763",1,"VEGREVILLE","2019","CDC Glas","3",108,63.46,1,5.13,18.743681,"VEGREVILLE_2019"
"764",3,"VEGREVILLE","2019","ND Hammond","3",123,76.64,1,6.27,18.674799,"VEGREVILLE_2019"
"765",3,"VEGREVILLE","2019","CDC Rowland","3",125,80.42,1,7.43,18.647024,"VEGREVILLE_2019"
"766",1,"VEGREVILLE","2019","FP2593","3",114,62.44,1,6.6,18.152629,"VEGREVILLE_2019"
"767",1,"VEGREVILLE","2019","FP2590","3",115,58.08,1,6.27,18.065971,"VEGREVILLE_2019"
"768",1,"VEGREVILLE","2019","FP2567","3",123,76.86,1,7.12,18.015976,"VEGREVILLE_2019"
"769",2,"VEGREVILLE","2019","CDC Glas","3",109,64.94,1,4.68,17.793776,"VEGREVILLE_2019"
"770",3,"VEGREVILLE","2019","FP2589","3",125,82.08,1,7.36,17.673788,"VEGREVILLE_2019"
"771",1,"VEGREVILLE","2019","CDC Buryu","3",109,59.14,1,5.55,17.428257,"VEGREVILLE_2019"
"772",3,"VEGREVILLE","2019","FP2566","3",125,81.36,4,6.6,14.369674,"VEGREVILLE_2019"
"773",2,"VEGREVILLE","2019","FP2592","3",109,61.92,1,6.14,12.534302,"VEGREVILLE_2019"
"774",1,"VEGREVILLE","2019","AAC Bright","3",109,58.28,1,5.58,11.923252,"VEGREVILLE_2019"
"775",1,"VEGREVILLE","2019","ND Hammond","3",109,64.22,1,5.4,11.677721,"VEGREVILLE_2019"
"776",1,"VEGREVILLE","2019","FP2592","3",109,62.06,1,5.86,11.5236253,"VEGREVILLE_2019"
"777",1,"VEGREVILLE","2019","AAC Marvelous","3",112,57.58,1,5.13,8.861336,"VEGREVILLE_2019"
"778",2,"VEGREVILLE","2019","AAC Prairie Sunshine","3",111,48.32,1,NA,NA,"VEGREVILLE_2019"
"779",1,"VEGREVILLE","2019","CDC Rowland","3",112,56.26,1,NA,NA,"VEGREVILLE_2019"
"780",2,"VEGREVILLE","2019","ND Hammond","3",111,58.88,1,NA,NA,"VEGREVILLE_2019"
